 0.00000000e+00  0.00000000e+00 
 1.00000000e-10  6.22415760e-06 
 1.08403487e-10  6.79114872e-06 
 1.25210462e-10  8.01301604e-06 
 1.58824410e-10  1.09840059e-05 
 2.26052308e-10  1.90344550e-05 
 3.60508103e-10  4.35648190e-05 
 6.29419692e-10  1.26308151e-04 
 1.16724287e-09  4.26243686e-04 
 2.24288923e-09  1.56166636e-03 
 4.39418195e-09  5.95690138e-03 
 8.69676738e-09  2.31045161e-02 
 1.00000000e-08  3.04736066e-02 
 1.08605171e-08  3.56410999e-02 
 1.25815513e-08  4.59210012e-02 
 1.60236196e-08  6.61537974e-02 
 2.29077563e-08  1.05345674e-01 
 3.29077563e-08  1.59373922e-01 
 4.29077563e-08  2.10139363e-01 
 5.29077563e-08  2.57839040e-01 
 6.29077563e-08  3.02658098e-01 
 7.29077563e-08  3.44770498e-01 
 8.29077563e-08  3.84339698e-01 
 9.29077563e-08  4.21519284e-01 
 1.02907756e-07  4.56453567e-01 
 1.12907756e-07  4.89278141e-01 
 1.22907756e-07  5.20120414e-01 
 1.32907756e-07  5.49100099e-01 
 1.42907756e-07  5.76329678e-01 
 1.52907756e-07  6.01914843e-01 
 1.62907756e-07  6.25954900e-01 
 1.72907756e-07  6.48543159e-01 
 1.82907756e-07  6.69767296e-01 
 1.92907756e-07  6.89709692e-01 
 2.02907756e-07  7.08447750e-01 
 2.12907756e-07  7.26054203e-01 
 2.22907756e-07  7.42597389e-01 
 2.32907756e-07  7.58141520e-01 
 2.42907756e-07  7.72746928e-01 
 2.52907756e-07  7.86470305e-01 
 2.62907756e-07  7.99364916e-01 
 2.72907756e-07  8.11480812e-01 
 2.82907756e-07  8.22865020e-01 
 2.92907756e-07  8.33561727e-01 
 3.02907756e-07  8.43612451e-01 
 3.12907756e-07  8.53056205e-01 
 3.22907756e-07  8.61929643e-01 
 3.32907756e-07  8.70267208e-01 
 3.42907756e-07  8.78101260e-01 
 3.52907756e-07  8.85462208e-01 
 3.62907756e-07  8.92378623e-01 
 3.72907756e-07  8.98877350e-01 
 3.82907756e-07  9.04983614e-01 
 3.92907756e-07  9.10721116e-01 
 4.02907756e-07  9.16112126e-01 
 4.12907756e-07  9.21177569e-01 
 4.22907756e-07  9.25937106e-01 
 4.32907756e-07  9.30409211e-01 
 4.42907756e-07  9.34611242e-01 
 4.52907756e-07  9.38559509e-01 
 4.62907756e-07  9.42269337e-01 
 4.72907756e-07  9.45755126e-01 
 4.82907756e-07  9.49030406e-01 
 4.92907756e-07  9.52107888e-01 
 5.02907756e-07  9.54999520e-01 
 5.12907756e-07  9.57716523e-01 
 5.22907756e-07  9.60269445e-01 
 5.32907756e-07  9.62668193e-01 
 5.42907756e-07  9.64922080e-01 
 5.52907756e-07  9.67039852e-01 
 5.62907756e-07  9.69029731e-01 
 5.72907756e-07  9.70899439e-01 
 5.82907756e-07  9.72656234e-01 
 5.92907756e-07  9.74306935e-01 
 6.02907756e-07  9.75857949e-01 
 6.12907756e-07  9.77315296e-01 
 6.22907756e-07  9.78684633e-01 
 6.32907756e-07  9.79971274e-01 
 6.42907756e-07  9.81180214e-01 
 6.52907756e-07  9.82316145e-01 
 6.62907756e-07  9.83383477e-01 
 6.72907756e-07  9.84386352e-01 
 6.82907756e-07  9.85328662e-01 
 6.92907756e-07  9.86214065e-01 
 7.02907756e-07  9.87045998e-01 
 7.12907756e-07  9.87827690e-01 
 7.22907756e-07  9.88562176e-01 
 7.32907756e-07  9.89252305e-01 
 7.42907756e-07  9.89900756e-01 
 7.52907756e-07  9.90510047e-01 
 7.62907756e-07  9.91082543e-01 
 7.72907756e-07  9.91620465e-01 
 7.82907756e-07  9.92125902e-01 
 7.92907756e-07  9.92600814e-01 
 8.02907756e-07  9.93047047e-01 
 8.12907756e-07  9.93466331e-01 
 8.22907756e-07  9.93860294e-01 
 8.32907756e-07  9.94230466e-01 
 8.42907756e-07  9.94578283e-01 
 8.52907756e-07  9.94905094e-01 
 8.62907756e-07  9.95212170e-01 
 8.72907756e-07  9.95500700e-01 
